0,1,Label
-0.5047265,1.5047265,gen_crystal_ProtGPT2_0
-2.931799,3.931799,gen_crystal_ProtGPT2_1
-0.2680322,1.2680322,gen_crystal_ProtGPT2_2
-0.5096911,1.5096911,gen_crystal_ProtGPT2_3
-0.90654266,1.9065427,gen_crystal_ProtGPT2_4
-2.813614,3.813614,gen_crystal_ProtGPT2_5
0.31412607,0.6858739,gen_crystal_ProtGPT2_6
0.62797576,0.37202424,gen_crystal_ProtGPT2_7
-1.5308414,2.5308414,gen_crystal_ProtGPT2_8
0.3199873,0.6800127,gen_crystal_ProtGPT2_9
0.48130828,0.5186917,gen_crystal_ProtGPT2_10
1.1120242,-0.11202417,gen_crystal_ProtGPT2_11
1.5940933,-0.5940933,gen_crystal_ProtGPT2_12
0.95993453,0.040065464,gen_crystal_ProtGPT2_13
-3.1977334,4.1977334,gen_crystal_ProtGPT2_14
0.19311935,0.80688065,gen_crystal_ProtGPT2_15
-2.5377462,3.5377462,gen_crystal_ProtGPT2_16
-3.379818,4.379818,gen_crystal_ProtGPT2_17
-0.6991261,1.6991261,gen_crystal_ProtGPT2_18
0.9064889,0.093511134,gen_crystal_ProtGPT2_19
1.1502995,-0.15029952,gen_crystal_ProtGPT2_20
1.0341281,-0.03412812,gen_crystal_ProtGPT2_21
0.92370033,0.07629964,gen_crystal_ProtGPT2_22
1.0175222,-0.01752219,gen_crystal_ProtGPT2_23
0.6050565,0.3949435,gen_crystal_ProtGPT2_24
0.86063784,0.13936216,gen_crystal_ProtGPT2_25
-2.787329,3.787329,gen_crystal_ProtGPT2_26
0.4904343,0.5095657,gen_crystal_ProtGPT2_27
-2.1634245,3.1634245,gen_crystal_ProtGPT2_28
-2.2263544,3.2263544,gen_crystal_ProtGPT2_29
-0.92821753,1.9282175,gen_crystal_ProtGPT2_30
-3.0112553,4.0112553,gen_crystal_ProtGPT2_31
0.8433745,0.15662552,gen_crystal_ProtGPT2_32
-2.5266802,3.5266802,gen_crystal_ProtGPT2_33
-2.4052088,3.4052088,gen_crystal_ProtGPT2_34
0.47754508,0.5224549,gen_crystal_ProtGPT2_35
-3.7005372,4.700537,gen_crystal_ProtGPT2_36
1.1535491,-0.15354909,gen_crystal_ProtGPT2_37
-1.5656207,2.5656207,gen_crystal_ProtGPT2_38
-2.3431854,3.3431854,gen_crystal_ProtGPT2_39
1.33005,-0.33005,gen_crystal_ProtGPT2_40
-0.7102673,1.7102673,gen_crystal_ProtGPT2_41
-3.086307,4.086307,gen_crystal_ProtGPT2_42
1.8902254,-0.89022547,gen_crystal_ProtGPT2_43
-2.812051,3.812051,gen_crystal_ProtGPT2_44
0.10055494,0.89944506,gen_crystal_ProtGPT2_45
1.0837804,-0.08378045,gen_crystal_ProtGPT2_46
1.3988278,-0.3988278,gen_crystal_ProtGPT2_47
1.005036,-0.0050360523,gen_crystal_ProtGPT2_48
-0.41385698,1.413857,gen_crystal_ProtGPT2_49
0.7577661,0.2422339,gen_crystal_ProtGPT2_50
1.4576633,-0.45766333,gen_crystal_ProtGPT2_51
-0.6669097,1.6669097,gen_crystal_ProtGPT2_52
-2.4199505,3.4199505,gen_crystal_ProtGPT2_53
1.221869,-0.22186893,gen_crystal_ProtGPT2_54
-0.79769087,1.7976909,gen_crystal_ProtGPT2_55
-0.15178096,1.151781,gen_crystal_ProtGPT2_56
-2.3903742,3.3903742,gen_crystal_ProtGPT2_57
