crystallizable,non-crystallizable,Label
1.3387492,-0.3387492,Train129
1.4783293,-0.47832933,Train970
-3.1872697,4.1872697,Train13382
0.30451727,0.69548273,Train7116
-0.20206285,1.2020628,Train3075
-1.6415927,2.6415927,Train7977
-3.4290247,4.4290247,Train13310
1.6949985,-0.6949985,Train3276
-2.419294,3.419294,Train16850
0.35442215,0.64557785,Train7608
-1.7230077,2.7230077,Train14790
0.2673102,0.7326898,Train18573
-0.9522829,1.9522829,Train24606
0.6875446,0.3124554,Train15327
-1.1391869,2.1391869,Train17103
0.34875613,0.65124387,Train1041
0.08979863,0.9102014,Train23471
-2.858994,3.858994,Train13829
-3.602118,4.602118,Train12496
-0.21779358,1.2177936,Train1852
1.1685355,-0.16853549,Train666
0.5420965,0.4579035,Train2635
-3.6708035,4.6708035,Train24588
-0.42214727,1.4221473,Train14678
-0.73387146,1.7338715,Train23965
-1.4927261,2.492726,Train22227
1.1680388,-0.16803887,Train8511
-1.5245919,2.524592,Train19469
0.53915787,0.4608421,Train361
0.36608195,0.63391805,Train768
-1.0975702,2.0975702,Train3793
-0.15293992,1.1529399,Train1756
1.0161759,-0.016175833,Train260
-3.5585866,4.5585866,Train22784
0.5971378,0.40286222,Train1794
-1.8895328,2.8895328,Train10742
-2.1387367,3.1387367,Train4844
-3.5207572,4.520757,Train13252
1.0384245,-0.038424518,Train366
0.17056435,0.82943565,Train7275
-3.4942207,4.4942207,Train12118
-2.0622787,3.0622787,Train21493
-1.1266673,2.1266673,Train7072
-1.8911443,2.8911443,Train24658
0.036694467,0.96330553,Train19160
0.18552673,0.8144733,Train2228
-0.2846762,1.2846762,Train10364
-0.80446446,1.8044645,Train729
2.3333714,-1.3333714,Train2921
-3.529354,4.529354,Train11749
0.36131173,0.63868827,Train730
-0.1470182,1.1470182,Train8275
-0.1360128,1.1360128,Train25153
1.3081852,-0.30818522,Train8749
-0.18535471,1.1853547,Train3920
-2.3035111,3.3035111,Train12083
-1.689224,2.689224,Train17343
-0.23945749,1.2394575,Train1513
0.5733236,0.4266764,Train3832
-0.8824401,1.8824401,Train4918
-1.009315,2.009315,Train16327
-2.7099931,3.7099931,Train24702
-2.056885,3.056885,Train8082
-1.430718,2.430718,Train14912
1.5901687,-0.59016865,Train15402
-1.0960636,2.0960636,Train24443
-3.2251434,4.2251434,Train13874
-0.7636448,1.7636448,Train16211
-1.4284775,2.4284775,Train16172
-3.251483,4.251483,Train12297
-1.1506162,2.1506162,Train7535
0.13488948,0.8651105,Train216
-2.102043,3.102043,Train3352
-3.611857,4.611857,Train13873
-0.8116627,1.8116627,Train3754
1.8759166,-0.8759166,Train5540
-0.07324052,1.0732405,Train5174
-1.2045422,2.2045422,Train18072
0.044096828,0.9559032,Train5070
-2.1720138,3.1720138,Train21065
-1.1080611,2.108061,Train4370
-1.7512631,2.7512631,Train16801
-0.67928326,1.6792833,Train23305
-0.18914068,1.1891407,Train14973
-1.8868747,2.8868747,Train14703
0.14068878,0.8593112,Train518
-0.09492636,1.0949264,Train6983
0.33754826,0.66245174,Train11956
-1.2086596,2.2086596,Train16410
0.5598135,0.44018653,Train3113
-0.84699214,1.8469921,Train21262
-3.1994147,4.1994147,Train24621
-3.243805,4.243805,Train13150
-0.6187649,1.6187649,Train8231
-0.69998693,1.6999869,Train16305
-0.5402651,1.5402651,Train19492
1.3286215,-0.3286215,Train3470
-2.5914047,3.5914047,Train21873
-1.4238517,2.4238517,Train7987
-2.5615957,3.5615957,Train17950
-1.7699649,2.769965,Train14577
-1.4331455,2.4331455,Train18285
-3.5352845,4.5352845,Train11566
-0.6084759,1.6084759,Train3604
1.4439533,-0.44395328,Train5874
-0.08574951,1.0857495,Train5394
2.8210711,-1.8210711,Train638
1.9801433,-0.9801433,Train442
-0.5563004,1.5563004,Train25826
-2.7190368,3.7190368,Train22848
0.4750008,0.5249992,Train2550
-1.73493,2.73493,Train4013
0.15054858,0.8494514,Train20640
-1.910111,2.910111,Train17199
-0.37295377,1.3729538,Train6021
0.40877372,0.5912263,Train5508
0.84197664,0.15802333,Train1669
-1.6706996,2.6706996,Train22895
2.62493,-1.6249299,Train4451
-0.97087884,1.9708788,Train18323
-2.3413296,3.3413296,Train25720
1.0509791,-0.050979123,Train7234
-0.10388684,1.1038868,Train6971
-1.8911629,2.8911629,Train8022
0.2679993,0.7320007,Train510
-0.73296225,1.7329623,Train9032
-0.7040256,1.7040256,Train25475
0.6076865,0.39231348,Train14863
-0.04440546,1.0444055,Train434
0.28335512,0.7166449,Train4131
-0.5079633,1.5079633,Train23480
0.62198627,0.3780137,Train2467
-0.6141721,1.6141721,Train3851
-1.7971406,2.7971406,Train24802
-0.9123914,1.9123914,Train9238
-1.4178579,2.417858,Train8009
2.4345493,-1.4345492,Train205
1.8373096,-0.8373096,Train2692
-3.3898225,4.3898225,Train11778
2.0985975,-1.0985974,Train9605
1.2221829,-0.22218283,Train14676
-1.4515412,2.4515412,Train16320
-3.5272117,4.5272117,Train13282
1.0404383,-0.040438257,Train15212
-1.1257977,2.1257977,Train8937
0.14267832,0.8573217,Train23122
-2.7735207,3.7735207,Train14281
0.15222394,0.84777606,Train7902
-3.8192363,4.8192363,Train6921
-0.3818152,1.3818152,Train1428
1.3446387,-0.34463868,Train9076
-0.79468703,1.794687,Train9172
-0.97407126,1.9740713,Train5278
-1.7009127,2.7009127,Train23911
1.5891529,-0.58915293,Train3331
-0.39542258,1.3954226,Train9343
-2.4445379,3.4445379,Train13649
0.045568407,0.9544316,Train68
-0.2641194,1.2641194,Train1538
3.0791223,-2.0791223,Train3094
0.08803338,0.9119666,Train18430
0.8879057,0.11209428,Train3656
-1.325469,2.325469,Train24286
-3.4831543,4.4831543,Train22131
-0.8215797,1.8215797,Train6078
-1.6239352,2.6239352,Train8061
-2.242938,3.242938,Train1204
0.8448045,0.15519547,Train14426
-3.192747,4.192747,Train11946
0.9873526,0.012647413,Train1508
1.1897583,-0.18975833,Train8024
-0.33091104,1.330911,Train8438
0.2230255,0.7769745,Train21577
-3.795115,4.795115,Train12902
-3.7097554,4.7097554,Train11463
0.6796615,0.32033852,Train9732
-3.5882607,4.5882607,Train13365
-0.70216787,1.7021679,Train24384
-2.804254,3.804254,Train7062
-1.4833853,2.4833853,Train25733
-1.0070095,2.0070095,Train4829
-3.7949724,4.7949724,Train11909
-0.043493032,1.043493,Train1340
-2.4929254,3.4929254,Train12090
0.772253,0.22774702,Train1888
-0.6660265,1.6660265,Train2792
0.8228904,0.1771096,Train483
0.39811277,0.6018872,Train25366
0.42925763,0.57074237,Train8365
0.23436362,0.7656364,Train25893
0.14963752,0.8503625,Train5180
0.9155491,0.08445089,Train73
1.96597,-0.96597004,Train3463
-0.019003272,1.0190033,Train1021
-1.0737617,2.0737617,Train7446
0.13236207,0.86763793,Train4338
1.2649347,-0.26493463,Train542
1.8439302,-0.84393024,Train18792
-1.9332576,2.9332576,Train20251
-1.2611201,2.26112,Train17557
-3.7236128,4.723613,Train13214
-0.8727013,1.8727013,Train25920
-0.49424732,1.4942473,Train8345
-2.83307,3.83307,Train11063
1.4099891,-0.4099891,Train1448
-0.6753285,1.6753285,Train1094
-1.7919815,2.7919815,Train10017
2.3513777,-1.3513777,Train2947
1.8272171,-0.8272171,Train2466
0.016435504,0.9835645,Train15368
0.07420164,0.92579836,Train15264
1.369337,-0.369337,Train25617
0.8028411,0.19715889,Train9253
-1.5836585,2.5836585,Train18730
1.7529106,-0.75291055,Train445
-0.929842,1.929842,Train2223
-1.4986942,2.4986942,Train14980
-2.521231,3.521231,Train22668
-3.507051,4.507051,Train13735
2.1774411,-1.1774411,Train378
-1.4331102,2.4331102,Train1961
1.066936,-0.06693597,Train5371
0.11728811,0.8827119,Train450
-0.020176888,1.0201769,Train6746
-3.1423335,4.1423335,Train12951
-0.109757066,1.1097571,Train3453
-3.4926481,4.492648,Train12431
-1.7135456,2.7135456,Train20204
1.8412987,-0.8412987,Train3084
0.24212885,0.75787115,Train4086
-3.4187536,4.4187536,Train13942
-1.5409367,2.5409367,Train7841
-1.781168,2.781168,Train13734
0.9430281,0.056971904,Train5319
-1.2381206,2.2381206,Train16628
0.32475215,0.67524785,Train16457
-1.3465219,2.3465219,Train16321
-1.2518821,2.251882,Train22872
-3.2923641,4.292364,Train14173
-0.21451855,1.2145185,Train10357
-1.5478871,2.547887,Train11385
-0.74598706,1.745987,Train23603
-2.1936424,3.1936424,Train6991
-0.021211386,1.0212114,Train5572
-0.17948389,1.1794839,Train16298
-0.6604949,1.6604949,Train16226
2.549154,-1.549154,Train2109
0.86348003,0.13651997,Train105
-3.3162837,4.3162837,Train24596
0.50558877,0.4944112,Train23580
0.014778137,0.98522186,Train85
-0.11456299,1.114563,Train6669
3.045792,-2.045792,Train392
1.1434075,-0.14340746,Train15256
-0.21348512,1.2134851,Train21304
-1.6721904,2.6721904,Train4895
-3.3211331,4.321133,Train11906
0.85151696,0.14848304,Train14804
-0.00031805038,1.000318,Train21344
0.49957758,0.5004224,Train11904
-1.0358355,2.0358355,Train7085
1.6485746,-0.6485746,Train25476
-1.3486669,2.348667,Train11882
-0.25466907,1.2546691,Train11041
-0.5735909,1.5735909,Train4015
-2.8168175,3.8168175,Train12270
0.13090241,0.8690976,Train925
-0.056601882,1.0566019,Train24161
-1.5714619,2.571462,Train3692
-1.4858084,2.4858084,Train16727
0.34415662,0.6558434,Train676
0.69897294,0.30102703,Train3959
-3.1878524,4.1878524,Train13250
-1.5317812,2.5317812,Train12966
-1.2976432,2.2976432,Train19398
1.0058966,-0.0058965776,Train1906
-0.49228048,1.4922805,Train16480
0.5060045,0.4939955,Train25735
-2.4907234,3.4907234,Train16638
-0.14348888,1.1434889,Train24516
-0.52731633,1.5273163,Train15673
-0.3404286,1.3404286,Train4752
-3.0040512,4.004051,Train12441
0.59692025,0.40307978,Train1721
-3.2018785,4.2018785,Train11718
0.71767926,0.28232074,Train8769
-0.37277114,1.3727711,Train7895
-3.313561,4.313561,Train11735
0.15364158,0.8463584,Train17083
-0.6979495,1.6979495,Train7387
-0.21607864,1.2160786,Train4930
0.75503933,0.2449607,Train3433
-2.400475,3.400475,Train12822
0.28133208,0.7186679,Train7911
-0.97089505,1.970895,Train23364
-0.3853072,1.3853072,Train3061
2.0488908,-1.0488908,Train9715
-0.009525418,1.0095254,Train19604
-1.5988953,2.5988953,Train12028
-0.50624895,1.506249,Train338
-2.2874436,3.2874436,Train3062
-0.084665775,1.0846658,Train2357
-3.569593,4.569593,Train13481
-3.595899,4.595899,Train22365
-2.9422762,3.9422762,Train12089
-3.0688648,4.068865,Train21983
-0.90115356,1.9011536,Train8451
-3.650333,4.650333,Train13740
-0.29616714,1.2961671,Train505
0.61602217,0.38397783,Train1684
-0.543764,1.543764,Train25318
-0.6514312,1.6514312,Train16855
-1.312721,2.312721,Train4248
-0.2905755,1.2905755,Train6288
3.3950438,-2.3950438,Train3547
-0.12033188,1.1203319,Train25561
0.09903312,0.9009669,Train16181
-1.6904168,2.6904168,Train25219
-1.7732925,2.7732925,Train20281
-1.0947697,2.0947697,Train18387
-2.353897,3.353897,Train2799
-1.9713409,2.971341,Train14640
-0.06758964,1.0675896,Train4616
-2.7632103,3.7632103,Train12442
0.7609539,0.23904607,Train23708
0.23795491,0.7620451,Train2146
-0.2265209,1.2265209,Train18512
-1.6989601,2.69896,Train19860
-0.2634158,1.2634158,Train23130
-1.8373184,2.8373184,Train19057
-2.876733,3.876733,Train21862
-0.7248117,1.7248117,Train15941
-1.6490238,2.6490238,Train6737
0.7215357,0.27846435,Train3902
1.8354697,-0.8354698,Train2773
0.61752015,0.38247985,Train11097
-2.1616285,3.1616285,Train13710
-3.8233643,4.8233643,Train11590
-2.2381654,3.2381654,Train16686
2.3417253,-1.3417252,Train3973
-1.6043558,2.6043558,Train886
-1.7302263,2.7302263,Train20186
0.20369494,0.79630506,Train15096
0.7812993,0.21870069,Train2159
-0.4141451,1.4141451,Train390
-0.105100155,1.1051002,Train14695
-2.1707325,3.1707325,Train23178
-1.099436,2.099436,Train8252
-0.20030057,1.2003006,Train1493
-0.8639753,1.8639753,Train5674
-2.9065392,3.9065392,Train7742
-2.5863907,3.5863907,Train21845
2.2343423,-1.2343423,Train2986
-0.67649937,1.6764994,Train6676
1.225237,-0.22523697,Train24673
1.5078986,-0.5078986,Train2654
-0.22431481,1.2243148,Train15662
-2.539658,3.539658,Train14567
0.23545408,0.7645459,Train375
-0.20052457,1.2005246,Train9839
-1.4275694,2.4275694,Train22171
0.082580686,0.9174193,Train456
-0.75517607,1.7551761,Train5247
1.8660495,-0.8660496,Train3338
-0.3168311,1.3168311,Train4112
0.3728624,0.6271376,Train7755
-1.5292327,2.5292327,Train20414
0.6543791,0.34562087,Train1265
-2.2880075,3.2880075,Train13984
0.90203315,0.09796685,Train694
-3.8043532,4.804353,Train12894
-1.1421914,2.1421914,Train11191
1.5939794,-0.59397936,Train8679
-2.081554,3.081554,Train16730
-3.1075015,4.1075015,Train11861
-1.4588788,2.4588788,Train17022
0.9066748,0.09332521,Train473
-1.3847833,2.3847833,Train16644
1.0703182,-0.070318215,Train476
1.4578459,-0.45784593,Train2533
0.2602542,0.7397458,Train10582
-0.35166502,1.351665,Train25776
0.1381287,0.8618713,Train6801
-1.5066178,2.5066178,Train3228
-1.6270757,2.6270757,Train25470
-2.8650155,3.8650155,Train4920
-0.370754,1.370754,Train7672
1.1308101,-0.13081017,Train7607
0.14764106,0.85235894,Train4346
0.589312,0.41068798,Train1088
-2.1452441,3.1452441,Train17485
0.8305681,0.16943191,Train332
-0.6773777,1.6773777,Train7416
-0.96953034,1.9695303,Train18344
0.6649368,0.33506322,Train25276
-3.119804,4.119804,Train11711
-1.3446355,2.3446355,Train360
-2.6109035,3.6109035,Train8037
-0.051769733,1.0517697,Train1319
1.8120689,-0.8120689,Train3506
1.0801208,-0.08012074,Train23971
-1.7612438,2.7612438,Train7327
-1.6000662,2.6000662,Train7425
0.23802733,0.76197267,Train17397
0.09945291,0.9005471,Train23886
0.49011266,0.50988734,Train16534
-2.8602355,3.8602355,Train23647
-0.5003749,1.5003749,Train7676
0.30165046,0.69834954,Train5495
-1.79656,2.79656,Train7573
-1.6580269,2.658027,Train24347
-1.1836443,2.1836443,Train21849
-2.8177352,3.8177352,Train25015
-2.3620973,3.3620973,Train17606
-0.58403206,1.584032,Train9624
-1.0187016,2.0187016,Train7855
-1.0030572,2.0030572,Train25195
0.70156586,0.29843414,Train25315
-2.1255486,3.1255486,Train4711
-3.503602,4.503602,Train11971
1.3890716,-0.38907158,Train5292
0.7956977,0.20430233,Train2240
-0.10755479,1.1075548,Train21377
-1.539058,2.539058,Train20783
-2.534278,3.534278,Train13037
1.1654073,-0.16540729,Train6802
-0.27885854,1.2788585,Train10643
0.07779789,0.9222021,Train15572
-0.13625121,1.1362512,Train22941
0.41406846,0.58593154,Train14592
-3.7818947,4.7818947,Train24644
1.4752063,-0.47520623,Train9438
-0.91005206,1.9100521,Train8841
1.36449,-0.36449003,Train15921
0.20761782,0.7923822,Train11171
0.08553749,0.9144625,Train1044
0.36751646,0.63248354,Train23325
2.825119,-1.8251191,Train2515
0.40131456,0.59868544,Train18459
-1.4836833,2.4836833,Train20049
-3.6981888,4.698189,Train24079
0.67926925,0.32073075,Train5880
-1.302685,2.302685,Train7060
-1.7754159,2.775416,Train19994
-0.62626755,1.6262676,Train20416
2.504014,-1.5040139,Train603
0.84886086,0.15113913,Train1964
0.23643416,0.76356584,Train10964
0.56115896,0.43884104,Train7960
0.6837109,0.31628913,Train10832
-0.35377312,1.3537731,Train1748
-3.7247124,4.7247124,Train21853
-0.6509284,1.6509284,Train8532
-1.8527026,2.8527026,Train21012
-1.4204156,2.4204156,Train10245
-0.25513887,1.2551389,Train25690
-0.052660942,1.052661,Train23195
-2.2922733,3.2922733,Train4758
1.454719,-0.45471892,Train3526
-2.478272,3.478272,Train14042
-1.1847966,2.1847966,Train24430
-1.4158502,2.4158502,Train21257
-0.4763515,1.4763515,Train7447
-1.7621646,2.7621646,Train20896
-3.2129955,4.2129955,Train14074
-2.2015972,3.2015972,Train12689
2.0970962,-1.0970962,Train3583
-0.95577955,1.9557796,Train17353
-1.6057885,2.6057885,Train4115
-0.4245962,1.4245962,Train10889
-3.00041,4.00041,Train12502
0.3376823,0.6623177,Train3934
0.38839,0.61161,Train16108
-0.57727826,1.5772783,Train4204
-0.58104455,1.5810446,Train2295
0.67680734,0.32319266,Train1732
-1.7058766,2.7058766,Train23196
-2.1320276,3.1320276,Train21677
-3.8166256,4.8166256,Train11565
-3.712781,4.712781,Train11692
0.7382773,0.2617227,Train24064
-1.1019537,2.1019537,Train23706
-1.7942367,2.7942367,Train18659
-1.1869178,2.1869178,Train2145
-0.010694742,1.0106947,Train5831
0.235677,0.764323,Train18440
-0.038006663,1.0380067,Train23128
