0,1,Label
0.12691355,0.87308645,Seq1
-0.6374618,1.6374618,Seq2
-1.623913,2.623913,Seq3
1.161195,-0.16119505,Seq4
0.763016,0.23698404,Seq5
-0.17812145,1.1781214,Seq6
0.6714308,0.32856914,Seq7
0.1601708,0.8398292,Seq8
1.2652191,-0.26521906,Seq9
1.9078,-0.9078,Seq10
0.30807114,0.69192886,Seq11
1.7470934,-0.7470935,Seq12
-1.528364,2.528364,Seq13
-1.0853586,2.0853586,Seq14
-0.34495735,1.3449574,Seq15
0.5468267,0.45317325,Seq16
1.7764704,-0.7764705,Seq17
-1.0722234,2.0722234,Seq18
-0.8770006,1.8770006,Seq19
3.0531952,-2.0531952,Seq20
0.5556904,0.44430956,Seq21
-0.10806739,1.1080674,Seq22
0.42668796,0.57331204,Seq23
-0.4832214,1.4832214,Seq24
0.9788781,0.021121893,Seq25
-0.11470497,1.114705,Seq26
1.1071851,-0.107185066,Seq27
0.7970663,0.20293374,Seq28
0.5810144,0.41898558,Seq29
0.9721968,0.027803201,Seq30
-1.1062493,2.1062493,Seq31
0.42578465,0.57421535,Seq32
1.5863671,-0.5863671,Seq33
0.997916,0.0020840347,Seq34
1.66957,-0.66956997,Seq35
2.0267863,-1.0267864,Seq36
1.5765784,-0.5765784,Seq37
0.7377682,0.26223186,Seq38
1.1742365,-0.17423652,Seq39
1.2282143,-0.22821422,Seq40
0.8484738,0.15152623,Seq41
0.4532622,0.5467378,Seq42
0.628217,0.37178302,Seq43
1.3140454,-0.3140455,Seq44
1.6092612,-0.60926116,Seq45
0.2642852,0.7357148,Seq46
-1.3373525,2.3373525,Seq47
0.3775437,0.6224563,Seq48
0.6701108,0.3298892,Seq49
2.044041,-1.0440409,Seq50
1.0921688,-0.09216886,Seq51
1.8282056,-0.8282055,Seq52
-0.7163706,1.7163706,Seq53
-1.5120368,2.5120368,Seq54
-0.08391178,1.0839118,Seq55
0.69482833,0.30517167,Seq56
1.1156008,-0.11560081,Seq57
0.7122576,0.2877424,Seq58
1.0025721,-0.002572052,Seq59
1.0989897,-0.09898972,Seq60
-0.513247,1.513247,Seq61
-0.29726243,1.2972624,Seq62
1.385237,-0.38523695,Seq63
0.55355805,0.44644195,Seq64
-1.2011733,2.2011733,Seq65
-0.9903544,1.9903544,Seq66
0.43655455,0.56344545,Seq67
-0.74530697,1.745307,Seq68
-0.04090774,1.0409077,Seq69
-1.0815985,2.0815985,Seq70
0.74043804,0.25956196,Seq71
-0.34176064,1.3417606,Seq72
1.1268718,-0.12687187,Seq73
-0.44484305,1.444843,Seq74
-0.93300986,1.9330099,Seq75
-0.29161942,1.2916194,Seq76
0.29135984,0.70864016,Seq77
1.834516,-0.83451605,Seq78
1.0444187,-0.044418674,Seq79
-1.4694602,2.4694602,Seq80
1.5639406,-0.56394064,Seq81
0.17483658,0.8251634,Seq82
0.6624571,0.3375429,Seq83
1.3529521,-0.35295212,Seq84
0.28588164,0.71411836,Seq85
-0.56434035,1.5643404,Seq86
1.0682098,-0.06820976,Seq87
-0.1831572,1.1831572,Seq88
-1.1969695,2.1969695,Seq89
0.45749402,0.542506,Seq90
-1.223984,2.223984,Seq91
2.7365968,-1.7365968,Seq92
0.041989863,0.95801014,Seq93
1.9708953,-0.9708953,Seq94
2.8478436,-1.8478435,Seq95
0.26874363,0.73125637,Seq96
-0.41693044,1.4169304,Seq97
-2.4402306,3.4402306,Seq98
-1.5017667,2.5017667,Seq99
-0.8131777,1.8131777,Seq100
-2.1772351,3.1772351,Seq101
-0.17097723,1.1709772,Seq102
-0.62832844,1.6283284,Seq103
-0.41493452,1.4149345,Seq104
