0,1,Label
3.0851152,-2.0851152,Seq1
2.6571279,-1.6571277,Seq2
1.1048784,-0.104878426,Seq3
2.1156445,-1.1156446,Seq4
0.38546085,0.61453915,Seq5
4.9160786,-3.9160788,Seq6
0.92562747,0.07437251,Seq7
1.0639321,-0.06393202,Seq8
0.19848108,0.8015189,Seq9
4.1925206,-3.1925206,Seq10
1.358293,-0.358293,Seq11
4.1091,-3.1090999,Seq12
2.328887,-1.328887,Seq13
1.7146893,-0.7146892,Seq14
3.126267,-2.126267,Seq15
0.94256395,0.057436068,Seq16
4.6713333,-3.6713333,Seq17
4.1868153,-3.1868155,Seq18
4.9454713,-3.9454713,Seq19
0.52418125,0.47581875,Seq20
3.3171923,-2.3171923,Seq21
3.9157922,-2.9157922,Seq22
1.4799231,-0.47992316,Seq23
0.77008486,0.22991511,Seq24
-0.48744917,1.4874492,Seq25
1.8217007,-0.8217007,Seq26
2.711591,-1.711591,Seq27
1.197317,-0.19731703,Seq28
1.0500337,-0.050033696,Seq29
0.15683979,0.8431602,Seq30
-0.67581964,1.6758196,Seq31
1.1208129,-0.12081289,Seq32
2.4544988,-1.4544988,Seq33
2.3934758,-1.3934758,Seq34
1.4565831,-0.45658317,Seq35
-0.51352847,1.5135285,Seq36
1.8300977,-0.8300976,Seq37
-0.41027033,1.4102703,Seq38
1.4175787,-0.4175787,Seq39
-0.82057667,1.8205767,Seq40
2.3934674,-1.3934673,Seq41
1.4994407,-0.49944064,Seq42
-1.8073862,2.8073862,Seq43
0.5679831,0.4320169,Seq44
1.5651271,-0.56512713,Seq45
-0.07950652,1.0795065,Seq46
1.2904383,-0.2904383,Seq47
1.2980719,-0.29807183,Seq48
2.6921682,-1.6921684,Seq49
2.3067915,-1.3067915,Seq50
4.61845,-3.6184502,Seq51
4.157406,-3.1574059,Seq52
-1.476069,2.476069,Seq53
0.96185875,0.038141243,Seq54
-0.8938999,1.8938999,Seq55
1.1504923,-0.15049227,Seq56
-0.975754,1.975754,Seq57
-1.4467733,2.4467733,Seq58
-1.5567145,2.5567145,Seq59
0.56737727,0.43262273,Seq60
2.7326798,-1.7326798,Seq61
-0.6099155,1.6099155,Seq62
0.36515808,0.6348419,Seq63
1.0907228,-0.090722755,Seq64
3.0567927,-2.0567927,Seq65
1.8981667,-0.89816666,Seq66
0.632932,0.367068,Seq67
0.63243586,0.36756414,Seq68
4.064421,-3.0644212,Seq69
1.324301,-0.32430094,Seq70
