0,1,Label
1.4286025,-0.4286024,Seq1
2.1707468,-1.1707469,Seq2
1.5895066,-0.5895066,Seq3
0.18124068,0.8187593,Seq4
1.0929918,-0.092991814,Seq5
2.2896957,-1.2896957,Seq6
1.0370007,-0.037000634,Seq7
1.3503641,-0.35036412,Seq8
0.34510505,0.65489495,Seq9
0.33861703,0.661383,Seq10
0.24229586,0.75770414,Seq11
2.046985,-1.0469849,Seq12
1.650428,-0.6504281,Seq13
0.9587609,0.04123909,Seq14
1.5496737,-0.5496737,Seq15
1.9648654,-0.96486545,Seq16
1.2068565,-0.2068565,Seq17
-0.66080785,1.6608078,Seq18
0.8106321,0.18936789,Seq19
1.1288724,-0.12887242,Seq20
2.5977025,-1.5977025,Seq21
1.3515211,-0.35152113,Seq22
1.4263858,-0.4263858,Seq23
1.3353308,-0.3353308,Seq24
0.9825213,0.017478727,Seq25
0.20608234,0.79391766,Seq26
2.7980485,-1.7980486,Seq27
1.4778557,-0.47785568,Seq28
0.76176405,0.23823597,Seq29
0.09618437,0.9038156,Seq30
0.48741472,0.5125853,Seq31
0.8142342,0.18576579,Seq32
1.4872067,-0.48720664,Seq33
1.8054464,-0.8054463,Seq34
1.2602277,-0.26022768,Seq35
0.3761046,0.6238954,Seq36
1.8989562,-0.8989562,Seq37
-0.59223676,1.5922368,Seq38
-0.3410337,1.3410337,Seq39
-0.06784248,1.0678425,Seq40
0.9669137,0.033086292,Seq41
0.61820805,0.38179198,Seq42
0.19505799,0.804942,Seq43
0.88600224,0.113997735,Seq44
1.1870749,-0.18707487,Seq45
0.83728385,0.16271617,Seq46
1.0397502,-0.039750207,Seq47
1.8077385,-0.8077386,Seq48
1.5505445,-0.55054444,Seq49
1.5301552,-0.5301552,Seq50
-0.13254464,1.1325446,Seq51
0.4709229,0.5290771,Seq52
0.86079586,0.13920414,Seq53
-0.46516514,1.4651651,Seq54
2.0593452,-1.0593454,Seq55
1.7754676,-0.77546763,Seq56
0.32392764,0.67607236,Seq57
0.23094052,0.7690595,Seq58
-0.43713558,1.4371356,Seq59
2.2615356,-1.2615355,Seq60
-0.22790968,1.2279097,Seq61
-1.0260291,2.026029,Seq62
2.4598465,-1.4598464,Seq63
-0.06143868,1.0614387,Seq64
2.2812018,-1.2812017,Seq65
0.19321519,0.8067848,Seq66
0.10022563,0.8997744,Seq67
1.8903661,-0.89036614,Seq68
1.5528486,-0.5528485,Seq69
2.130877,-1.1308769,Seq70
1.1162467,-0.11624669,Seq71
1.3065518,-0.30655184,Seq72
1.0140268,-0.014026806,Seq73
1.31989,-0.31988996,Seq74
-0.5307189,1.5307189,Seq75
-0.047435522,1.0474355,Seq76
0.9541229,0.045877114,Seq77
0.5593101,0.44068992,Seq78
1.607776,-0.60777605,Seq79
0.3487432,0.6512568,Seq80
0.485097,0.514903,Seq81
2.1557364,-1.1557366,Seq82
1.9244916,-0.92449164,Seq83
0.85817194,0.14182805,Seq84
0.869272,0.13072802,Seq85
1.8232654,-0.82326543,Seq86
1.6638782,-0.66387826,Seq87
-0.40473163,1.4047316,Seq88
1.4292328,-0.42923278,Seq89
0.7098244,0.29017562,Seq90
1.87113,-0.87113005,Seq91
1.3946631,-0.39466313,Seq92
0.6679642,0.33203578,Seq93
0.82018757,0.17981243,Seq94
0.6535441,0.34645587,Seq95
-0.5192127,1.5192127,Seq96
-0.39608228,1.3960823,Seq97
