0,1,Label
-2.5820558,3.5820558,gen_crystal_ProtGPT2_0
-3.5840397,4.5840397,gen_crystal_ProtGPT2_1
0.842188,0.15781201,gen_crystal_ProtGPT2_2
-1.7959707,2.7959707,gen_crystal_ProtGPT2_3
-2.0289032,3.0289032,gen_crystal_ProtGPT2_4
-2.8676066,3.8676066,gen_crystal_ProtGPT2_5
-0.5597961,1.5597961,gen_crystal_ProtGPT2_6
-0.05750954,1.0575095,gen_crystal_ProtGPT2_7
-2.209509,3.209509,gen_crystal_ProtGPT2_8
1.0048443,-0.004844319,gen_crystal_ProtGPT2_9
-2.4396417,3.4396417,gen_crystal_ProtGPT2_10
-0.1414051,1.1414051,gen_crystal_ProtGPT2_11
1.2797481,-0.27974808,gen_crystal_ProtGPT2_12
-1.9949152,2.9949152,gen_crystal_ProtGPT2_13
-3.6425319,4.642532,gen_crystal_ProtGPT2_14
0.74093884,0.25906116,gen_crystal_ProtGPT2_15
-2.3385308,3.3385308,gen_crystal_ProtGPT2_16
-2.9760385,3.9760385,gen_crystal_ProtGPT2_17
-1.9452121,2.9452121,gen_crystal_ProtGPT2_18
0.19416821,0.8058318,gen_crystal_ProtGPT2_19
0.68537056,0.31462944,gen_crystal_ProtGPT2_20
-0.62777615,1.6277761,gen_crystal_ProtGPT2_21
0.733742,0.266258,gen_crystal_ProtGPT2_22
1.8764722,-0.8764722,gen_crystal_ProtGPT2_23
-0.4068483,1.4068483,gen_crystal_ProtGPT2_24
0.4086213,0.5913787,gen_crystal_ProtGPT2_25
-4.134634,5.134634,gen_crystal_ProtGPT2_26
1.2548878,-0.25488788,gen_crystal_ProtGPT2_27
-1.319926,2.319926,gen_crystal_ProtGPT2_28
-1.2658927,2.2658927,gen_crystal_ProtGPT2_29
-1.838618,2.838618,gen_crystal_ProtGPT2_30
-4.3138556,5.3138556,gen_crystal_ProtGPT2_31
1.2928654,-0.2928654,gen_crystal_ProtGPT2_32
-1.1572535,2.1572535,gen_crystal_ProtGPT2_33
-4.660342,5.660342,gen_crystal_ProtGPT2_34
-2.1886842,3.1886842,gen_crystal_ProtGPT2_35
-5.3776503,6.3776503,gen_crystal_ProtGPT2_36
1.0400604,-0.040060423,gen_crystal_ProtGPT2_37
-3.826868,4.826868,gen_crystal_ProtGPT2_38
-1.5201919,2.520192,gen_crystal_ProtGPT2_39
0.46150976,0.53849024,gen_crystal_ProtGPT2_40
-2.8561194,3.8561194,gen_crystal_ProtGPT2_41
-3.9892273,4.9892273,gen_crystal_ProtGPT2_42
-0.11085975,1.1108598,gen_crystal_ProtGPT2_43
-4.4950156,5.4950156,gen_crystal_ProtGPT2_44
-1.3425989,2.342599,gen_crystal_ProtGPT2_45
0.694555,0.30544502,gen_crystal_ProtGPT2_46
2.4060097,-1.4060096,gen_crystal_ProtGPT2_47
0.25856966,0.74143034,gen_crystal_ProtGPT2_48
-1.9219162,2.9219162,gen_crystal_ProtGPT2_49
0.35218102,0.647819,gen_crystal_ProtGPT2_50
2.1414428,-1.1414427,gen_crystal_ProtGPT2_51
0.5179492,0.48205075,gen_crystal_ProtGPT2_52
-5.422873,6.422873,gen_crystal_ProtGPT2_53
0.6542753,0.3457247,gen_crystal_ProtGPT2_54
0.10843396,0.89156604,gen_crystal_ProtGPT2_55
-0.9251355,1.9251355,gen_crystal_ProtGPT2_56
-3.282539,4.282539,gen_crystal_ProtGPT2_57
-1.6293685,2.6293685,gen_crystal_ProtGPT2_58
-1.7804716,2.7804716,gen_crystal_ProtGPT2_59
-1.4221647,2.4221647,gen_crystal_ProtGPT2_60
-2.2528176,3.2528176,gen_crystal_ProtGPT2_61
-2.7609818,3.7609818,gen_crystal_ProtGPT2_62
1.6291647,-0.62916476,gen_crystal_ProtGPT2_63
-3.1967568,4.196757,gen_crystal_ProtGPT2_64
-3.1335158,4.133516,gen_crystal_ProtGPT2_65
2.1386342,-1.1386341,gen_crystal_ProtGPT2_66
-1.01637,2.01637,gen_crystal_ProtGPT2_67
-5.5973225,6.5973225,gen_crystal_ProtGPT2_68
1.5717776,-0.5717776,gen_crystal_ProtGPT2_69
2.716616,-1.7166159,gen_crystal_ProtGPT2_70
-0.28783166,1.2878317,gen_crystal_ProtGPT2_71
-0.6168853,1.6168853,gen_crystal_ProtGPT2_72
-1.6716564,2.6716564,gen_crystal_ProtGPT2_73
0.9520932,0.0479068,gen_crystal_ProtGPT2_74
-3.0146646,4.0146646,gen_crystal_ProtGPT2_75
-2.7086458,3.7086458,gen_crystal_ProtGPT2_76
-2.8531644,3.8531644,gen_crystal_ProtGPT2_77
-3.917575,4.917575,gen_crystal_ProtGPT2_78
0.6864481,0.31355187,gen_crystal_ProtGPT2_79
1.351764,-0.351764,gen_crystal_ProtGPT2_80
2.1953096,-1.1953096,gen_crystal_ProtGPT2_81
-1.4164774,2.4164774,gen_crystal_ProtGPT2_82
1.7737246,-0.7737246,gen_crystal_ProtGPT2_83
-2.0876505,3.0876505,gen_crystal_ProtGPT2_84
-1.1258454,2.1258454,gen_crystal_ProtGPT2_85
0.15136981,0.8486302,gen_crystal_ProtGPT2_86
-1.1020458,2.1020458,gen_crystal_ProtGPT2_87
-2.002014,3.002014,gen_crystal_ProtGPT2_88
1.2386011,-0.23860109,gen_crystal_ProtGPT2_89
-2.8894572,3.8894572,gen_crystal_ProtGPT2_90
0.22518629,0.7748137,gen_crystal_ProtGPT2_91
-0.3258177,1.3258177,gen_crystal_ProtGPT2_92
-3.827632,4.827632,gen_crystal_ProtGPT2_93
0.047038853,0.95296115,gen_crystal_ProtGPT2_94
0.099764526,0.9002355,gen_crystal_ProtGPT2_95
-3.1746511,4.174651,gen_crystal_ProtGPT2_96
-3.5780997,4.5780997,gen_crystal_ProtGPT2_97
0.55969775,0.44030228,gen_crystal_ProtGPT2_98
-3.345118,4.345118,gen_crystal_ProtGPT2_99
0.8512776,0.14872241,gen_crystal_ProtGPT2_100
-1.4530444,2.4530444,gen_crystal_ProtGPT2_101
0.43646514,0.56353486,gen_crystal_ProtGPT2_102
1.4181863,-0.4181863,gen_crystal_ProtGPT2_103
-4.2592072,5.2592072,gen_crystal_ProtGPT2_104
1.9513396,-0.9513396,gen_crystal_ProtGPT2_105
1.4453603,-0.4453603,gen_crystal_ProtGPT2_106
-5.893556,6.893556,gen_crystal_ProtGPT2_107
-3.304318,4.304318,gen_crystal_ProtGPT2_108
-2.6548693,3.6548693,gen_crystal_ProtGPT2_109
-0.46011066,1.4601107,gen_crystal_ProtGPT2_110
1.4414184,-0.44141838,gen_crystal_ProtGPT2_111
1.0400908,-0.040090844,gen_crystal_ProtGPT2_112
0.94035345,0.05964656,gen_crystal_ProtGPT2_113
-2.570915,3.570915,gen_crystal_ProtGPT2_114
-0.058345318,1.0583453,gen_crystal_ProtGPT2_115
-1.9693091,2.969309,gen_crystal_ProtGPT2_116
-0.19068599,1.190686,gen_crystal_ProtGPT2_117
-1.6798279,2.679828,gen_crystal_ProtGPT2_118
0.9196434,0.080356576,gen_crystal_ProtGPT2_119
0.19809699,0.801903,gen_crystal_ProtGPT2_120
-1.4632277,2.4632277,gen_crystal_ProtGPT2_121
2.158287,-1.158287,gen_crystal_ProtGPT2_122
-3.1713533,4.1713533,gen_crystal_ProtGPT2_123
-2.0657938,3.0657938,gen_crystal_ProtGPT2_124
-0.047767043,1.047767,gen_crystal_ProtGPT2_125
-3.6240273,4.6240273,gen_crystal_ProtGPT2_126
-3.120553,4.120553,gen_crystal_ProtGPT2_127
-3.7881303,4.7881303,gen_crystal_ProtGPT2_128
-2.4390788,3.4390788,gen_crystal_ProtGPT2_129
0.087200165,0.91279984,gen_crystal_ProtGPT2_130
-0.638384,1.638384,gen_crystal_ProtGPT2_131
0.8939121,0.106087916,gen_crystal_ProtGPT2_132
0.45713902,0.542861,gen_crystal_ProtGPT2_133
-0.81950927,1.8195093,gen_crystal_ProtGPT2_134
