crystallizable,non-crystallizable,Label
0.57305026,0.42694974,Train129
1.8368024,-0.83680236,Train970
-3.5160255,4.5160255,Train13382
0.2758007,0.7241993,Train7116
-0.4587518,1.4587518,Train3075
-0.3848747,1.3848747,Train7977
-3.989884,4.989884,Train13310
2.3705626,-1.3705627,Train3276
-2.9272413,3.9272413,Train16850
-0.05224657,1.0522466,Train7608
-1.5065663,2.5065663,Train14790
0.39049107,0.60950893,Train18573
-2.2755146,3.2755146,Train24606
0.49517244,0.50482756,Train15327
-1.2849631,2.2849631,Train17103
-0.61442935,1.6144294,Train1041
0.69974214,0.30025786,Train23471
-2.638518,3.638518,Train13829
-3.8304634,4.8304634,Train12496
1.4529053,-0.45290527,Train1852
0.71583253,0.28416747,Train666
0.6221435,0.37785646,Train2635
-4.102009,5.102009,Train24588
-1.799629,2.799629,Train14678
-1.0570002,2.0570002,Train23965
-2.600685,3.600685,Train22227
-1.0101573,2.0101573,Train8511
-1.3369615,2.3369615,Train19469
0.0014678836,0.9985321,Train361
0.094133615,0.9058664,Train768
0.09534764,0.90465236,Train3793
0.9372944,0.06270558,Train1756
2.5355194,-1.5355194,Train260
-3.880662,4.880662,Train22784
0.21050632,0.7894937,Train1794
-1.8096673,2.8096673,Train10742
-2.1692321,3.1692321,Train4844
-4.2510543,5.2510543,Train13252
1.2011728,-0.20117286,Train366
-0.8499048,1.8499048,Train7275
-3.7007542,4.700754,Train12118
-2.387,3.387,Train21493
0.331688,0.668312,Train7072
-1.5777326,2.5777326,Train24658
-0.9126239,1.9126239,Train19160
1.7386069,-0.7386069,Train2228
-0.28798878,1.2879888,Train10364
-0.18019915,1.1801991,Train729
1.0658612,-0.06586119,Train2921
-4.125485,5.125485,Train11749
1.1286044,-0.12860447,Train730
0.21390474,0.78609526,Train8275
-0.26561296,1.265613,Train25153
1.0340472,-0.034047216,Train8749
-0.4955281,1.4955281,Train3920
-3.3343282,4.334328,Train12083
-3.0177279,4.017728,Train17343
-0.41543257,1.4154326,Train1513
2.024808,-1.024808,Train3832
-1.8809817,2.8809817,Train4918
0.1658777,0.8341223,Train16327
-3.9303412,4.9303412,Train24702
-1.3208601,2.3208601,Train8082
